,ISIN,Ticker,Company,Sector,Industry,Business Activity,Country,Market Cap,Size,1M(%),3M(%),6M(%),YTD(%),Date,Asset Turnover,Current Ratio,Debt/Assets,Debt/Equity,Dividend Coverage Ratio,Dividend Payout Ratio,EBITDA Margin,EBITDA Y/Y,EPS Y/Y,EV/EBITDA,EV/FCF,EV/Revenue,Earnings Retention Rate,FCF Yield,Gross Profit Margin,Interest Coverage Ratio,Net Profit Margin,Operating Profit Y/Y,PE,PEG,Price/Book,Price/Sales,Quick Ratio,ROA,ROE,ROIC,Reinvestment Rate,Revenue Y/Y,Working Capital/Assets
233,US6078281002,MOD,Modine Manufacturing Co,Consumer Cyclicals,Automobiles & Auto Parts,Engine & Powertrain Systems,United States of America,641902882.0,Small Cap 300M-2B,2.868852459,94.27244582,128.1818182,-0.07961783439,2020-03-31,1.1702134975599137,1.70242,31.40421,97.73096,,,6.85937,-0.317,-1.029,4.29981549815498,,0.294940265262732,,-8.11629315566323,15.56141,2.55022,-0.10125,-0.52,8.7818849978383,,0.339055194012598,0.08357800951706,1.14489,-0.130119384535311,-0.430612644353102,-0.671532047371365,-0.430612644353102,-0.107,0.17011
234,US8832031012,TXT,Textron Inc,Industrials,Aerospace & Defense,Commercial Aircraft Manufacturing,United States of America,10359000000.0,Large Cap >10B,-4.735845085,32.89946156,32.19245935,-6.352162218,2021-01-02,0.31319270717913517,2.26177,29.09091,76.64671,1687.60291182786,5.9255645566343,8.23964,,,13.9536723075312,26.8986454121084,1.1497318183186,0.940744354433657,4.66269762122098,12.41953,3.95862,2.65213,,24.2687489015541,-0.582643102465393,1.89247618350245,0.949837359024976,1.18746,2.03169176145703,5.43870456745578,4.76144078485117,5.11643061726657,,0.26792
235,US4627261005,IRBT,iRobot Corp,Technology,Electronic Equipment & Parts,Advanced Electronic Equipment,United States of America,3378093294.0,Mid Cap 2-10B,43.59158297,47.66998647,66.13639508,49.58276249,2019-12-28,1.42354943271248,2.93438,0.0,0.0,,0.0,10.19909,-0.131,-0.057,9.84750518341437,12.8733399862746,1.00435613940577,1.0,6.31447225172287,44.80416,,7.0263,-0.181,17.6029621536314,-3.10678347015484,2.26965896417461,1.23554748313441,2.15736,10.1083477413827,14.3676345870905,14.3676345870905,14.3676345870905,0.111,0.42543
236,US4470111075,HUN,Huntsman Corp,Basic Materials,Chemicals,Specialty Chemicals (NEC),United States of America,5833310981.0,Mid Cap 2-10B,6.489318823,10.15065064,36.69463579,5.091487669,2019-12-31,0.42761836113571944,1.87002,28.71394,84.59632,261.333333333333,38.265306122449,10.26924,-0.35,-0.361,10.7079962995989,15.8016520446512,1.09962945668972,0.61734693877551,11.1823173638593,20.3325,3.85586,6.2969,-0.479,12.7782008970128,-0.394992393999619,2.03644872338435,0.819669854347506,1.41484,5.26024703496589,15.2380952380952,13.2951534004501,9.40719144800777,-0.106,0.20998
237,US55933J2033,MX,MagnaChip Semiconductor Corp,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),Luxembourg,603798690.0,Small Cap 300M-2B,31.50154799,26.03857567,55.44373285,25.66568047,2019-12-31,1.2679387562783664,2.83461,54.77082,,,,8.37508,-0.165,4.619,8.71841413055602,21.8783094035327,0.730174543287953,,6.63501081849619,22.79881,1.47415,-2.75513,-0.291,,,,0.503003830723496,2.28716,-3.70395511673924,,,,0.055,0.41243
238,US3798901068,GLUU,Glu Mobile Inc,Technology,Software & IT Services,Mobile System Software,United States of America,1515302706.0,Small Cap 300M-2B,-4.34310532,19.86394558,-5.876068377,-2.219755827,2019-12-31,0.9028749259228578,1.42377,,,,0.0,3.85361,,-1.604,47.6220276004542,35.1303863913448,1.83516497735676,1.0,2.25695666984521,64.63157,,2.1564,-1.595,107.32659215895,0.669151299987734,4.40233724086242,2.31456277757116,,2.42217556199333,4.66403785488959,4.66403785488959,4.66403785488959,0.122,0.15282
239,US6862751087,OESX,Orion Energy Systems Inc,Consumer Cyclicals,Homebuilding & Construction Supplies,Lighting Fixtures,United States of America,300707780.0,Small Cap 300M-2B,5.099302201,48.33333333,129.8122066,-0.8105369807,2020-03-31,,2.02059,13.91618,32.53746,,0.0,10.05032,,-2.775,6.15641087730871,4.81138204454067,0.618738863438985,1.0,16.9311818480162,24.7141,48.39068,8.26168,-3.193,8.913944299894,0.033133508813998,3.608312772452,0.759539348718187,1.48732,19.3834380638338,50.8601163146618,37.1995127005929,50.8601163146618,1.294,0.38262
240,US46591M1099,YY,JOYY Inc,Technology,Software & IT Services,Online Services (NEC),China,7453721984.0,Mid Cap 2-10B,18.22736031,2.298132627,21.77565673,15.07876969,2019-12-31,0.13147953314321742,3.7708,10.66047,14.31385,,0.0,8.10876,-0.275,0.702,7.1650455979057,4.4262435071284,0.580996071428106,1.0,11.6733089161667,32.95193,3.72833,14.46669,-0.624,44.8143378694761,0.121273707984699,,1.12445974997581,,9.48998793601151,13.1016878203305,11.1003946991009,13.1016878203305,0.622,0.40534
241,US0044981019,ACIW,ACI Worldwide Inc,Technology,Software & IT Services,IT Services & Consulting (NEC),United States of America,4482475175.0,Mid Cap 2-10B,1.440084555,30.53383203,38.19294456,-0.10408535,2019-12-31,-0.17925055462576683,1.50401,42.15321,121.52158,,0.0,21.3404,0.19,0.19,20.970902768178,62.8238039362414,4.47527498805923,1.0,1.99540864118485,42.06561,2.27939,5.3296,0.138,50.3247831458137,3.53027936135916,3.88873206908055,3.56996245313099,,2.49301624966148,6.15756411604266,5.99226424194302,6.15756411604266,0.246,0.09468
242,US4657411066,ITRI,Itron Inc,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment (NEC),United States of America,3474942112.0,Mid Cap 2-10B,-7.970471809,25.44844684,24.50426979,-10.30239833,2019-12-31,0.602560278178394,1.48535,34.43636,116.44163,,0.0,10.12444,0.689,-1.485,16.2954052328496,36.8327534342632,1.6498180458507,1.0,3.33969843766434,27.49416,2.96786,2.09453,4.055,58.1592711905504,0.461301328354624,4.31794252995942,1.34120329114835,1.14591,1.97166616229278,6.58151585984699,4.74229997691598,6.58151585984699,0.053,0.12034
243,US82452J1097,FOUR,Shift4 Payments Inc,Industrials,Professional & Commercial Services,Transaction & Payment Services,United States of America,5203257703.0,Mid Cap 2-10B,-8.449514153,23.19499716,68.85714286,-13.77984085,2019-12-31,0.6303027811932749,,,,,,10.19962,-0.145,0.156,,,,,,18.9773,0.24,-7.94367,-0.46,,,,,,-7.61118752865658,,,,0.305,
244,US46571Y1073,IIIV,I3 Verticals Inc,Industrials,Professional & Commercial Services,Transaction & Payment Services,United States of America,896664081.0,Small Cap 300M-2B,-10.84485407,36.82225365,10.13282732,-12.59036145,2020-09-30,-0.2930207237203621,0.97635,22.49124,37.78938,,,16.73705,-0.046,-0.903,37.272775031837,52.7181296296296,6.23836233631289,,4.74338320236995,56.40761,0.77425,-0.65208,-0.293,,,4.99308877415221,2.49472334381286,,-0.260085969172241,-0.355610627580617,,-0.355610627580617,-0.601,-0.00228
245,US8825081040,TXN,Texas Instruments Inc,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,152090000000.0,Large Cap >10B,3.430946768,14.03652781,28.41490453,1.571924694,2020-12-31,0.3262304567279795,4.2841,35.12997,73.99586,162.807139152224,,47.78369,,,21.8367354264689,73.1065124984981,10.4343988518705,,3.58511202887367,62.72734,31.14737,38.69027,,27.3843468917523,1.97191661571415,16.4246943824003,10.5893983818546,3.46611,29.9446064920121,61.5452636233005,37.6066096919347,23.742705367083,,0.40561
246,US0079031078,AMD,Advanced Micro Devices Inc,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,103000000000.0,Large Cap >10B,-5.495475612,9.76672648,12.55092653,-6.618689347,2020-12-26,1.1989595711881265,2.54158,3.68221,5.65359,,0.0,17.36147,,,63.9887642978053,139.589389298301,11.109388045148,1.0,0.701170702398879,44.52525,29.42553,25.50446,,43.3209078469306,0.073567017000445,,11.3504732152002,1.96276,33.2221480987325,57.4792243767313,,57.4792243767313,,0.41576
247,US90385V1070,UCTT,Ultra Clean Holdings Inc,Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing (NEC),United States of America,1563300000.0,Small Cap 300M-2B,28.45257903,75.61419472,55.51974214,23.91653291,2019-12-27,0.8221888961718914,2.21747,28.66673,64.57459,,,6.94992,-0.193,-1.239,14.5338201214575,11.3722921964097,1.0100882301632,,10.2455912582495,18.45808,1.26953,-0.72219,-0.54,,,2.13798988749057,0.866910523353967,1.39886,-0.775905807050364,-2.15349863344475,-12.3760625653702,-2.15349863344475,-0.028,0.25155
248,US0565251081,BMI,Badger Meter Inc,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Testing & Measuring Equipment,United States of America,2670316218.0,Mid Cap 2-10B,-0.9611231102,24.91472125,43.80380017,-2.498405273,2020-12-31,0.62673752789899,3.38734,0.0,0.0,242.092597722606,41.3065087246418,21.23682,,,29.5054670636923,44.3089461353628,6.26602200825297,0.586934912753582,2.92864373764177,39.53739,,11.59528,,55.7194479000059,12.2296461952795,7.58110028314273,6.46081576542026,2.136,11.0849144026608,14.2542469093362,14.162601696022,8.36631516609926,,0.33232
249,US4228061093,HEI,HEICO Corp,Industrials,Aerospace & Defense,Aircraft Parts Manufacturing,United States of America,14995000000.0,Large Cap >10B,-10.21938342,11.668365,22.89810669,-11.019543,2020-10-31,-0.04610222652454385,4.83339,20.85376,36.7964,1456.86711210097,6.86404402772116,26.03283,-0.139,-0.042,29.7235486988644,37.9221364129138,7.73788065233583,0.931359559722788,2.67745685325963,41.84008,28.62284,18.79425,-0.176,45.9373537810312,-10.9131500329839,6.774074587659315,8.07135000439281,2.91266,10.3071664813542,17.2200819421513,12.0408222949758,16.0380879360324,-0.131,0.26058
250,US8292141053,SLP,Simulations Plus Inc,Healthcare,Healthcare Equipment & Supplies,Medical Software & Technology Services,United States of America,1580003113.0,Small Cap 300M-2B,10.49615366,18.83517321,19.90844598,10.12742345,2020-08-31,-0.30866396000186047,,0.0,0.0,219.55360230751,45.5469639072188,35.02628,0.087,0.052,72.2281378911998,,,0.544530360927812,0.753938196873486,74.39417,,22.43872,0.09,115.844529563882,,7.60740771006558,,,8.73713886588341,9.63470790145089,9.63470790145089,5.2463909710111,0.224,0.73379
251,US30057T1051,AQUA,Evoqua Water Technologies Corp,Industrials,Professional & Commercial Services,Purification & Treatment Equipment,United States of America,3230525160.0,Mid Cap 2-10B,3.967951164,15.07601351,40.68146619,1.00074129,2020-09-30,0.3660293612491058,1.99028,49.53574,189.53249,,0.0,19.60368,0.526,,11.4534519043915,50.6454643674751,2.24529822069375,1.0,2.46687676958499,32.04772,3.84804,7.98269,1.024,17.6694922310857,0.017476403411087,5.18368872462203,1.79715700238412,1.58296,6.37070088373243,26.8982314691014,11.2765677794921,26.8982314691014,-0.01,0.18767
252,US25985W1053,DOYU,Douyu International Holdings Ltd,Technology,Software & IT Services,Online Services (NEC),China,4168506098.0,Mid Cap 2-10B,18.18181818,-13.21877065,4.621513944,18.71609403,2019-12-31,0.5942423250906722,4.79405,,,,0.0,-0.30959,-0.974,-1.045,,16.1367720278032,1.53148333807467,1.0,3.75751572108993,16.42344,,0.45788,-0.878,,4.43022120660697,,2.52577584939435,,0.428709691301585,1.91239346004792,0.732485603393042,1.91239346004792,0.908,0.74777
253,US70975L1070,PEN,Penumbra Inc,Healthcare,Healthcare Equipment & Supplies,Medical Equipment,United States of America,9480501391.0,Mid Cap 2-10B,48.54070661,-1.169657052,18.14027149,49.19428571,2019-12-31,0.5790387593238834,5.0867,4.64228,6.36577,,0.0,10.15921,0.537,6.223,,,10.1873672086298,1.0,0.076257898769082,67.95042,255.41935,8.5867,0.584,,0.197570356194475,,10.8830128620126,3.40636,7.96066074635852,10.6720168433664,10.3589861435553,10.6720168433664,0.23,0.55877
254,US59001K1007,MTOR,Meritor Inc,Consumer Cyclicals,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts (NEC)",United States of America,1866362835.0,Small Cap 300M-2B,-5.59619605,4.620997163,7.946465913,-7.52418488,2020-09-30,0.8120854491916639,1.76722,42.54508,,,0.0,15.1117,0.077,-0.026,5.34508448556522,13.659660352,0.807732872325887,1.0,11.3703552098968,10.7753,5.12857,8.14717,0.056,5.59386011075522,-2.53191780581087,3.27697479202008,0.520060446780552,1.16804,8.70328127741709,57.6151121605667,19.3669827105409,57.6151121605667,-0.306,0.19313
255,US01741R1023,ATI,Allegheny Technologies Inc,Industrials,Aerospace & Defense,Aerospace & Defense (NEC),United States of America,2157147712.0,Mid Cap 2-10B,4.227941176,80.19067797,85.49618321,1.431127013,2020-12-31,0.06679197686945243,3.16241,38.85598,,,,7.88371,,,13.4789951760102,104.240518614474,1.0626443666812,,1.43301255535836,9.81858,,-52.29872,,,,4.08119559318487,0.71137956473626,1.63615,-32.2581312373959,-120.450367647059,,,,0.35012
256,US1442851036,CRS,Carpenter Technology Corp,Basic Materials,Metals & Mining,Iron & Steel (NEC),United States of America,1500331303.0,Small Cap 300M-2B,12.49549874,80.99652375,35.38962141,7.28021978,2020-06-30,0.17111866254075667,2.80093,22.36614,49.92737,2.83505154639175,,12.91092,-0.224,-0.993,5.99931325994318,78.2132691666667,0.774566326165696,,5.16108745137982,16.44583,7.96465,0.06877,-0.347,8.76626072765741,-10.7110001485439,0.803631035383266,0.536562285085507,1.19885,0.04676539360873,0.074178973632747,0.299154628291881,-2.54231573268595,-0.084,0.25229
257,US00507V1098,ATVI,Activision Blizzard Inc,Technology,Software & IT Services,Internet Gaming,United States of America,70330000000.0,Large Cap >10B,-0.4049469191,17.01170117,12.06896552,-1.992460959,2020-12-31,-0.32993045059190557,3.40806,15.59998,23.9742,693.341110022268,14.4229151502048,40.48974,,,20.3780664713653,35.9083905421152,8.25102518269231,0.855770848497952,3.00952554981983,72.05046,,27.17042,,31.1099049112438,0.73296228196427,4.77221353612542,8.93362602028197,,10.2295478884388,15.7819122189498,12.8773225485024,13.5057004105309,,0.32303
258,US98419M1009,XYL,Xylem Inc,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Pump & Pumping Equipment,United States of America,17409000000.0,Large Cap >10B,-2.934378454,11.53510427,25.94469156,-5.108556833,2020-12-31,0.026611477375738518,1.80112,35.24571,103.62903,135.382909773154,,17.16571,,,23.3725378259379,43.1850202214349,4.01206196889048,,3.47723838270117,37.53076,7.61039,5.20919,,38.9728235483303,-1.98159964314774,6.18696561520466,3.78059249384742,1.51585,3.08626974483597,8.57383966244726,5.68852263781204,2.24081012658228,,0.17909
259,US9134831034,UEIC,Universal Electronics Inc,Technology,"Computers, Phones & Household Electronics",Household Electronics (NEC),United States of America,745782426.0,Small Cap 300M-2B,2.591261585,40.66390041,12.43781094,3.39306138,2019-12-31,1.270256631452986,1.42144,12.05334,24.78143,,0.0,6.32282,0.451,-0.819,15.1635280355156,11.7868726711155,0.958762694999316,1.0,8.31221746103006,22.58901,,0.48177,,,-2.47910328648556,2.65564973473992,0.978578430396681,0.87676,0.648356113614139,1.35105208994359,1.02707895068182,1.35105208994359,0.108,0.19905
260,US92766K1060,SPCE,Virgin Galactic Holdings Inc,Industrials,Aerospace & Defense,Spacecraft Manufacturing,United States of America,10379000000.0,Large Cap >10B,86.48421053,143.6193619,92.81671747,86.64138222,2019-12-31,-0.9419523807204689,4.63266,0.05301,0.06865,,,,,,,,,,-9.93141552548244,46.99815,-7.34474,,,,,4.8417522531964,,4.40117,-32.1963508533681,-36.761528847702,,-36.761528847702,,0.69495
261,US3695501086,GD,General Dynamics Corp,Industrials,Aerospace & Defense,Aerospace & Defense (NEC),United States of America,42093000000.0,Large Cap >10B,0.1200286972,12.49398594,-0.3964924836,-0.7343755256,2020-12-31,0.29884977113912703,1.34947,25.33328,82.99598,248.015414639641,40.3200745184717,13.21292,,,10.5530224232688,32.0297973125379,1.394362435412,0.596799254815283,6.74753469915635,,,8.35069,,13.5286604517129,-1.65500988055916,2.75777312321976,1.12973705998682,0.9896,6.32457638119202,21.6635884807442,11.6177549523111,12.9288134619331,,0.10874
262,US40434L1052,HPQ,HP Inc,Technology,"Computers, Phones & Household Electronics",Computer Hardware (NEC),United States of America,31390000000.0,Large Cap >10B,1.205821206,38.02337814,44.98168985,-1.016673444,2020-10-31,1.792671250718597,0.78749,18.04158,,285.255767301906,35.056258790436,8.34937,-0.041,-0.007,5.45295017141045,9.41475040547645,0.455287017083635,0.64943741209564,14.6491420684463,18.22772,16.48536,5.02128,-0.059,7.58570879494511,-12.7020331108418,,0.450276311375554,0.56007,8.34653988378236,,,,-0.036,-0.16066
263,US76029L1008,RPAY,Repay Holdings Corp,Industrials,Professional & Commercial Services,Transaction & Payment Services,United States of America,1949907626.0,Small Cap 300M-2B,-17.50465549,-4.731182796,-2.207505519,-18.71559633,2019-12-31,-0.621146709153779,0.84455,27.29299,46.34869,,,-17.42685,,6.939,,,12.9055279730091,,2.55335028636337,,-5.31693,-52.86942,,,,2.16165330327184,5.00425835159621,,-10.578917092343,-15.7657721007139,,-15.7657721007139,,-0.01033
264,US8356993076,SNE,Sony Corp,Technology,"Computers, Phones & Household Electronics",Household Electronics (NEC),Japan,121070000000.0,Large Cap >10B,-4.699790899,15.01272052,22.46983118,-5.331355094,2020-03-31,-0.3298997607712991,0.91903,6.40187,30.79524,1056.39708951026,9.46613740164313,16.98395,-0.076,-0.336,4.89428929141084,7.69877433679365,0.801960611693822,0.905338625983569,11.2045105920508,34.31193,77.40451,7.53352,0.06,13.8041067100834,-0.4157649579198,1.89916752374355,0.983256585867413,0.82449,2.83647817992136,14.840737784646,9.81773105139375,13.4358931545339,-0.028,-0.02193
265,US6294452064,NVEC,NVE Corp,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,308795192.0,Small Cap 300M-2B,12.61714682,39.22023684,18.28829826,15.50373799,2020-03-31,-0.4370859447732757,,,,74.9412506371221,,63.2168,-0.034,0.002,13.9695015043802,,8.83107113471608,,6.28209211468356,80.76002,,57.16413,-0.026,17.3615050419439,,3.22541050679177,9.92456670532139,,17.811639350205,18.0707092545658,18.0707092545658,-6.04245819451663,-0.04,0.42251
266,IL0010825102,GILT,Gilat Satellite Networks Ltd,Technology,Communications & Networking,Communications & Networking (NEC),Israel,669998202.0,Small Cap 300M-2B,111.7738348,129.2384239,143.9223039,106.2194424,2019-12-31,0.1545540109526605,1.84766,2.06617,3.19258,146.951415701416,,13.87139,0.061,0.969,10.17903254565,,1.41197318910444,,6.04431402472156,36.38706,64.73924,13.86683,0.201,12.1351566486151,0.125246615207894,1.73169318196602,1.6827528726359,1.62276,9.29031011349088,14.8329476718224,14.4811461878117,4.73917103073113,-0.011,0.26166
267,US5893781089,MRCY,Mercury Systems Inc,Industrials,Aerospace & Defense,Aerospace & Defense (NEC),United States of America,3979638697.0,Mid Cap 2-10B,-17.49680715,0.04223567507,-7.857883818,-19.30501931,2020-07-03,-0.08276172636768456,5.04125,0.0,0.0,,0.0,18.18657,0.159,0.613,29.2392957953008,58.9243596834052,5.3176237024893,1.0,1.62497022969324,40.95906,94.97614,10.75959,0.216,47.1987675518028,0.842694218871008,3.17085984933774,5.55363484013507,3.62686,5.6618611439652,6.42152174751819,6.4902947120568,6.42152174751819,0.217,0.31592
268,IE00BLS09M33,PNR,Pentair PLC,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment (NEC),United Kingdom,9059219335.0,Mid Cap 2-10B,5.521830658,9.848755975,25.57388809,2.937947066,2020-12-31,0.24372357087393715,1.26227,20.00381,39.86137,278.873261434897,35.8585830299636,18.63278,,,17.0528630761693,24.9125095030657,3.17742226381139,0.641414169700364,5.76105182403677,35.0454,,11.83312,,23.2043812529229,9.45251435372661,4.1916489152559,2.94494863808072,0.71858,8.56693895666151,17.5902664893355,12.0966789792373,11.2826461750653,,0.04827
